date,btc_price,btc_market_cap,btc_volume,btc_return_7d,btc_return_30d,btc_return_90d,btc_return_180d,btc_forward_return_30d,btc_forward_return_90d,btc_forward_return_180d,stablecoin_to_btc_mcap,btc_to_stablecoin_ratio,stablecoin_supply_growth_30d,stablecoin_supply_growth_90d,net_liquidity_growth_30d,net_liquidity_growth_90d,liquidity_transmission_gap_30d,liquidity_transmission_gap_90d,stablecoin_btc_growth_gap_30d,stablecoin_btc_growth_gap_90d,net_liquidity_btc_growth_gap_30d,net_liquidity_btc_growth_gap_90d,stablecoin_to_btc_mcap_zscore_252d,btc_to_stablecoin_ratio_zscore_252d,liquidity_transmission_gap_30d_zscore_252d,liquidity_transmission_gap_90d_zscore_252d,transmission_phase
2025-11-28,91279.06057176423,1821778517479.9226,59295194347.668594,0.05342284428713229,-0.1918656146102118,-0.15856561087652454,-0.12808067731131778,-0.038037829697638914,-0.25560811614147616,,0.1675703102242583,5.967644260261297,-0.007342646946066456,0.08218576389924448,0.0009264514331164264,-0.06388630850706378,0.008269098379182882,-0.14607207240630826,0.18452296766414533,0.24075137477576902,0.19279206604332821,0.09467930236946076,2.6308662684044557,-2.376592042971463,1.5488582884499782,-0.19762139910513932,neutral
2025-11-29,90950.37695910994,1814919896425.4082,62833195066.53989,0.06935273440178369,-0.17352903479911508,-0.16392038501726014,-0.13962376454451286,-0.03438653882378151,-0.2581772318150629,,0.16850450797929695,5.934559330144826,-0.003816822879082582,0.08272725633748124,0.0038812796870835164,-0.06388630850706378,0.0076981025661660984,-0.14661356484454502,0.1697122119200325,0.24664764135474138,0.1774103144861986,0.10003407651019636,2.638176679804486,-2.3759165553293173,1.5340784345715046,-0.2032626243260622,neutral
2025-11-30,90841.45258193677,1812771321410.9438,39253888201.69327,0.07272835888104523,-0.16074639401472124,-0.16084404394766771,-0.14207231066828285,-0.04056396960200437,-0.2747364876962153,,0.16872130382609082,5.9269338093235,-0.002938678353036406,0.07999573975890173,-0.003576456291639274,-0.06388630850706378,-0.0006377779386028681,-0.1438820482659655,0.15780771566168483,0.24083978370656944,0.15716993772308196,0.09695773544060393,2.6011119316833944,-2.3465497033948584,1.2908107904251716,-0.1572416416168367,neutral
2025-12-01,90406.28448571145,1807818977105.3909,40334819409.843475,0.04174091048782591,-0.1749287019867405,-0.1718206271178544,-0.14253585097586707,-0.02203006059045165,-0.25880756256438897,,0.16911156771764388,5.9132560444927345,-0.0026677586075144477,0.0795016215237021,-0.0013913591674951098,-0.04940816913953028,0.001276399440019338,-0.12890979066323238,0.17226094337922604,0.2513222486415565,0.17353734281924538,0.12241245797832412,2.5763527510322906,-2.325209271465885,1.348641966633615,0.08102588489579406,neutral
2025-12-02,86281.49519776918,1723547230444.7913,92988982967.24597,-0.022077257124731076,-0.2157235545006312,-0.22401876164416568,-0.17680476162634318,0.014356326195093416,-0.23838247310749983,,0.1778442217466222,5.622898456744451,-0.00045053308506037837,0.08560299676328209,0.00036513372309454617,-0.05255758450942871,0.0008156668081549245,-0.1381605812727108,0.2152730214155708,0.30962175840744777,0.21608868822372573,0.17146117713473696,3.0396885669927496,-2.606484430145892,1.3358579350225248,-0.06257233122827896,neutral
2025-12-03,91344.73275150165,1824843161126.1372,83138039128.81346,0.046207603133420205,-0.17447302319651892,-0.18231590677810294,-0.10138643485835264,-0.028650395377736948,-0.2461082884053517,,0.1682842443240376,5.942326948175033,0.0015061114790544394,0.08059937402255501,-0.002401616803691109,-0.048696604292713164,-0.003907728282745548,-0.12929597831526818,0.17597913467557336,0.26291528080065796,0.1720714063928278,0.13361930248538978,2.417784235851196,-2.2143007869796647,1.1968958273339096,0.07884614074446973,neutral
2025-12-04,93619.43750817103,1868050658597.6572,81429135004.88295,0.034763609929848505,-0.12111826517305779,-0.15448489135254373,-0.10334582933618053,-0.03944862687638462,-0.2702197356989873,,0.16449917818325346,6.079057725662262,0.0027281777717920175,0.07136157737925863,0.004336230014313269,-0.04396581062486382,0.0016080522425212518,-0.11532738800412246,0.12384644294484981,0.22584646873180236,0.12545449518737106,0.11051908072767991,2.1605016950183784,-2.036077454628477,1.3543284264263542,0.3015099776764052,neutral
2025-12-05,92140.70419795791,1839369557445.9072,67878296355.02588,0.009439663607364146,-0.09341805702853434,-0.16736952714849296,-0.1281279716072491,-0.016787909096401488,-0.2113173998638468,,0.16727388792942352,5.978219388443471,0.007757770700912436,0.07852641212738098,0.008339715496176403,-0.04241346949257441,0.0005819447952639667,-0.12093988161995539,0.10117582772944678,0.24589593927587394,0.10175777252471074,0.12495605765591855,2.290655881048611,-2.11940535164161,1.3172889251480986,0.21486430278800925,neutral
2025-12-06,89307.09154512963,1782798987370.1692,50193142876.74388,-0.01806793406385887,-0.1402691019555674,-0.18965838967276138,-0.15502703617197167,0.0231350534454553,-0.2063901573192971,,0.1727476854439418,5.788789571507799,0.008578253433543681,0.07942212665828907,0.00992097065431774,-0.04241346949257441,0.001342717220774059,-0.12183559615086348,0.1488473553891111,0.26908051633105046,0.15019007260988515,0.14724492018018698,2.5654919663720497,-2.2925556292416363,1.3335243079729513,0.20303562878350026,neutral
2025-12-07,89244.7620814118,1781194798199.8435,24818678152.49986,-0.017576672930067816,-0.11920216624891189,-0.19694806000815124,-0.19060867582252972,0.052462838803726264,-0.236388984515434,,0.17283850544204168,5.785747784861123,0.008992383583622754,0.07982887996197308,0.008194872753325422,-0.040360972003051,-0.0007975108302973322,-0.12018985196502407,0.12819454983253464,0.2767769399701243,0.1273970390022373,0.15658708800510024,2.525480088754532,-2.2623816582508485,1.26834949208338,0.23154001107636082,neutral
2025-12-08,90162.90714007126,1799656690088.5503,33912893266.90874,-0.002692040127792894,-0.12798528277162335,-0.19515462181542043,-0.18191932023087265,0.038862508366420245,-0.25389283784727323,,0.17107222812471612,5.845484161642964,0.0076596928486460936,0.0792686742795472,0.006395129961151769,-0.03989250918044629,-0.0012645628874943249,-0.11916118345999349,0.13564497562026945,0.27442329609496763,0.13438041273277512,0.15526211263497414,2.385680257581493,-2.1683873142954675,1.2460282464049603,0.24960936107686882,neutral
2025-12-09,90618.0535204608,1808394676576.639,45466493941.40448,0.05026058383378307,-0.11410761537418024,-0.18762766878045312,-0.16619365609659198,0.007052699711255217,-0.2712692972519405,,0.1704859013396538,5.865587665268173,0.010725313060541586,0.07896067844907706,0.013748425825801824,-0.03616751258297346,0.0030231127652602385,-0.11512819103205052,0.12483292843472182,0.2665883472295302,0.12785604119998206,0.15146015619747966,2.3170506566257316,-2.1191401949285944,1.3701286142342446,0.31944782607149397,neutral
2025-12-10,92723.21372069631,1852116289106.247,54575121853.64529,0.015090973805186314,-0.11447332332820692,-0.18646238730732412,-0.12508125814060223,-0.018762269656770414,-0.26168094672420783,,0.1665776093470239,6.003207777563571,0.011517013139757948,0.07928576603990378,0.022883145643279645,-0.02847566445110905,0.011366132503521698,-0.10776143049101283,0.12599033646796487,0.2657481533472279,0.13735646897148657,0.15798672285621507,2.0717004539538655,-1.9513297142524224,1.602776518864917,0.4373459687435203,neutral
2025-12-11,92005.13714957413,1837321739746.956,52189659395.756485,-0.017243217878295858,-0.13128181765862312,-0.20344056503001795,-0.13239994842757685,-0.016306062820546363,-0.24044448993985013,,0.16788046752360375,5.956619103764417,0.010604743640806102,0.07669631558517787,0.025620687826445776,-0.023312742810959297,0.015015944185639674,-0.10000905839613716,0.14188656129942923,0.2801368806151958,0.1569025054850689,0.18012782221905865,2.1167735717394964,-1.977349154517634,1.6963063250699932,0.5614753357591824,neutral
2025-12-12,92494.17691640415,1848922166365.7808,53232377699.408394,0.003836227664234304,-0.10165617598578369,-0.20373568616118065,-0.12313586796296316,-0.02218688685438941,-0.2407433512905065,,0.16733510229537268,5.976032441984846,0.01334707403633395,0.07480746834552798,0.0203445625099552,-0.02293218629040894,0.0069974884736212495,-0.09773965463593692,0.11500325002211764,0.27854315450670863,0.12200073849573889,0.1808034998707717,2.061198180592027,-1.9355132815929459,1.4573607345294937,0.598892377547362,neutral
2025-12-13,90307.26028567803,1803244893514.8884,67750393558.62937,0.011199208520221271,-0.11046354975808081,-0.22129167171422748,-0.14444892862075864,0.005670703570719526,-0.21883993455831796,,0.17161651259124716,5.826945116766126,0.012829799240226425,0.07246175382423248,0.02337191964339791,-0.02293218629040894,0.010542120403171484,-0.09539394011464142,0.12329334899830724,0.29375342553845996,0.13383546940147872,0.19835948542381854,2.2632249502685684,-2.0646174474948786,1.552870416750142,0.6377439311513651,neutral
2025-12-14,90257.4292885891,1801496999571.6902,35222775785.402145,0.011347077224022728,-0.09498627334474041,-0.21769396070544011,-0.15608830465080992,0.00972263333714185,-0.21374580635240348,,0.171763324055254,5.821964645248209,0.01670267510025747,0.07153924548767665,0.02245813455662926,0.002565038048093271,0.005755459456371792,-0.06897420743958338,0.11168894844499788,0.28923320619311677,0.11744440790136967,0.22025899875353339,2.23968101362374,-2.0450364701747423,1.4108613717268574,1.0586139176827083,crypto_liquidity_accumulating
2025-12-15,88230.77409367911,1761380944797.1238,33808538697.042442,-0.02142935612524688,-0.06590998603662923,-0.2354170310951862,-0.15716576656112846,0.07967365440948337,-0.19283150624106538,,0.1756193077458488,5.694134732880118,0.018721558587314613,0.0700440454872091,0.0006971790760865737,-0.024238453525034842,-0.01802437951122804,-0.09428249901224395,0.08463154462394384,0.3054610765823953,0.0666071651127158,0.21117857757015135,2.408722236964092,-2.147562924497637,0.7323209001132192,0.6564019870210691,neutral
2025-12-16,86413.9190195637,1724624039059.303,50630498834.055145,-0.04639400580313546,-0.09522094109287016,-0.2599194071432934,-0.17483102420247598,0.12259439092041013,-0.15890965161024861,,0.17927679275631872,5.577966811126781,0.018780831047193303,0.06656228320944013,0.005476895044120855,-0.023658434430665398,-0.013303936003072447,-0.09022071764010553,0.11400177214006346,0.32648169035273356,0.10069783613699101,0.23626097271262803,2.5581824328378273,-2.234186661120717,0.8700735030680107,0.7208717479298097,neutral
2025-12-17,87821.88919109134,1751373602587.6565,48317754254.70281,-0.05285973525862564,-0.06979501631427065,-0.24587887657179808,-0.1611295834874379,0.08839412200302865,-0.1476140015831382,,0.17646383462122087,5.66688354101846,0.018844945727188422,0.06550992808524247,0.005794779461704813,-0.016155920309966043,-0.01305016626548361,-0.08166584839520852,0.08863996204145907,0.31138880465704055,0.07558979577597547,0.22972295626183203,2.3741416311760277,-2.118224759764858,0.8812677474869197,0.856481127623784,neutral
2025-12-18,86064.94716216,1718491930388.8372,48886793507.656334,-0.06456367732768098,-0.06488473280278606,-0.2653157759383661,-0.1667648412058118,0.10981393551434837,-0.1410407903668922,,0.17988591150617372,5.559079038636551,0.020533323768344935,0.06161207945465419,0.00913020127815023,-0.013147065501191824,-0.011403122490194706,-0.07475914495584601,0.085418056571131,0.3269278553930203,0.07401493408093629,0.25216871043717426,2.5095717716221246,-2.1961832487696857,0.9319896234017861,0.9656689292555307,neutral
2025-12-19,85450.3312009302,1704341132953.6216,58649139178.511856,-0.07615447750662341,-0.07939503481158727,-0.2611669845396767,-0.1583948622560496,0.11292174751115613,-0.16611366508219372,,0.18094691845613753,5.526482620053048,0.017872746724787225,0.05628577900676501,0.010735811616603419,-0.011194378531933724,-0.007136935108183806,-0.06748015753869874,0.0972677815363745,0.3174527635464417,0.09013084642819069,0.24997260600774296,2.5213908818347863,-2.1990367233977146,1.0566375455305381,1.080238971688948,neutral
